,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
37441,09/17/2021/00:10,23.442800000000002,80.9,5.060390000000001,0.062,0.104,63456.195195
12173,03/25/2021/12:50,21.7639,54.41,0.08343,801.0,42.75,67630.5967565
39764,10/03/2021/03:20,29.324099999999998,48.45,5.07378,0.106,0.093,56131.598322000005
1252,01/08/2021/16:40,18.704800000000002,68.32,0.07518999999999999,135.0,139.4,69781.40705669999
44238,11/03/2021/05:00,16.490299999999998,88.0,0.08446000000000001,0.062,0.115,53029.4724101
15254,04/15/2021/22:20,17.1907,84.0,0.07210000000000001,0.026,0.13,86785.5063445
19758,05/17/2021/05:00,21.0532,83.5,5.06554,0.037,0.145,49858.9090237
19198,05/13/2021/07:40,20.682399999999998,64.48,0.07931,232.9,220.3,47438.2010564
22928,06/08/2021/05:20,21.733,75.7,0.08137,0.051,0.13,50773.955678000006
42808,10/24/2021/06:40,20.6,91.0,5.12528,0.051,0.104,52829.08309511001
37626,09/18/2021/07:00,24.1844,87.9,5.06142,0.746,0.7,52081.578519170005
24285,06/17/2021/15:30,26.1311,70.7,0.06798,774.0,60.82,75260.9902883
41348,10/14/2021/03:20,19.1065,86.5,0.06901,0.059,0.107,54319.5659192
8427,02/27/2021/12:30,21.166500000000003,47.53,0.08857999999999999,674.4,59.42,74760.7303299
50229,12/14/2021/19:30,17.4276,72.5,0.08755,0.07,0.126,88644.2497829
42944,10/25/2021/05:20,23.1956,64.0,0.08961,0.037,0.089,57277.426487900004
37131,09/14/2021/20:30,26.8212,53.32,0.3708,0.106,0.078,96508.40351419999
32049,08/10/2021/13:30,36.740100000000005,26.31,5.05215,808.0,132.5,99252.3879922
28538,07/17/2021/04:20,25.2968,58.03,5.0676,0.124,0.1,72646.3857583
49922,12/12/2021/16:20,16.0886,59.08,0.08343,10.22,10.3,68022.53346272
43125,10/26/2021/11:30,22.4231,66.21,5.0676,254.3,203.7,73389.36220910001
49401,12/09/2021/01:30,10.9695,81.8,0.08343,0.059,0.148,54486.018688100005
14489,04/10/2021/14:50,18.086800000000004,85.6,0.07518999999999999,159.1,149.2,74065.0606049
7239,02/19/2021/06:30,15.8826,71.1,0.07828,0.048,0.1,52213.958538900006
47198,11/23/2021/18:20,19.3537,54.39,5.06451,0.889,0.934,91795.09002890001
36187,09/08/2021/07:10,22.4128,85.4,0.36565,5.641,4.475,51968.6358581
26657,07/04/2021/02:50,26.975700000000003,85.7,5.06245,0.069,0.115,70432.45632679999
42783,10/24/2021/02:30,20.806,87.4,5.060390000000001,0.04,0.182,53083.2537983
51913,12/26/2021/12:10,19.0756,53.5,0.08446000000000001,556.3,190.6,73713.00333980001
37744,09/19/2021/02:40,23.7209,90.8,5.06245,0.066,0.156,56730.451930100004
4544,01/31/2021/13:20,14.9453,46.68,5.06966,583.0,619.7,74839.1107755
21949,06/01/2021/10:10,25.3998,70.6,0.07004,679.9,658.4,65555.9911299
17100,04/28/2021/18:00,27.346500000000002,40.81,5.071720000000001,317.0,348.4,73316.7041139
45106,11/09/2021/05:40,19.127100000000002,85.9,0.07415999999999999,0.055,0.119,53575.9362424
34816,08/29/2021/18:40,30.642500000000002,53.98,5.071720000000001,107.0,94.8,83868.70248220001
38765,09/26/2021/04:50,23.319200000000002,81.5,5.05833,0.044,0.122,60129.1197757
48212,11/30/2021/19:20,18.529700000000002,72.5,0.08137,0.026,0.089,80976.3732533
13456,04/03/2021/10:40,17.1495,91.4,0.07107000000000001,200.2,184.6,74326.8039371
32201,08/11/2021/14:50,34.917,17.11,5.05524,786.0,98.2,96032.5819126
4809,02/02/2021/09:30,16.377000000000002,67.4,5.06245,73.4,73.0,61622.6026674
10916,03/16/2021/19:20,15.8002,75.6,0.07415999999999999,0.714,0.79,96669.20759830001
3636,01/25/2021/06:00,8.80753,82.7,0.08652000000000001,0.059,0.13,57277.9347826
23524,06/12/2021/08:40,22.6497,48.05,0.0824,467.9,463.5,57499.92565620001
23574,06/12/2021/17:00,26.6049,39.54,0.08137,675.0,244.8,78169.0522934
50612,12/17/2021/11:20,12.669,93.6,0.08857999999999999,388.4,59.19,68006.72535644
15106,04/14/2021/21:40,18.704800000000002,74.0,0.0824,0.029,0.159,92817.689345
38757,09/26/2021/03:30,23.3501,77.9,5.06348,0.055,0.156,57318.0309934
9860,03/09/2021/11:20,16.0474,85.7,0.08961,640.9,67.99,73562.41344640001
52338,12/29/2021/11:00,16.0577,43.56,0.08137,371.6,36.97,66704.8864195
18384,05/07/2021/16:00,26.1311,52.79,0.07313,699.7,666.2,74653.9604887
12763,03/29/2021/15:10,28.778200000000002,38.0,5.06657,698.9,45.12,71754.02411240002
29189,07/21/2021/16:50,36.286899999999996,46.58,5.05421,549.5,78.8,96373.0630283
47926,11/28/2021/19:40,17.1083,71.6,0.07415999999999999,0.062,0.019,92948.81600820001
40943,10/11/2021/07:50,19.6421,79.4,0.08343,59.95,17.09,58963.25037553
404,01/02/2021/19:20,13.6475,80.0,0.07725,0.059,0.111,98684.7077461
384,01/02/2021/16:00,17.8602,66.4,0.07725,283.3,215.7,71296.4564901
8702,03/01/2021/10:20,16.881700000000002,82.1,0.0824,443.8,57.03,68844.00220270001
40034,10/05/2021/00:20,24.050500000000003,66.62,5.0676,0.091,0.107,63637.33935860001
10344,03/12/2021/20:00,18.158900000000003,73.3,0.07313,0.055,0.104,96965.4261326
18017,05/05/2021/02:50,17.808699999999998,81.1,5.06451,0.059,0.119,55351.7644645
20384,05/21/2021/13:20,23.8651,62.06,0.07518999999999999,970.0,308.9,81558.68145640001
46540,11/19/2021/04:40,16.1504,61.91,0.08961,0.04,0.167,50408.72786470001
21168,05/27/2021/00:00,22.1656,83.7,0.07313,0.04,0.145,85202.79583
6938,02/17/2021/04:20,12.2673,88.7,0.07725,0.059,0.174,50173.3655002
6970,02/17/2021/09:40,16.0474,77.0,0.07622,44.34,44.64,62860.524874
20309,05/21/2021/00:50,20.1571,77.3,0.06592,0.07,0.115,64824.5513898
4158,01/28/2021/21:00,18.849,54.11,5.06348,0.066,0.085,91968.35214840001
23833,06/14/2021/12:10,28.8606,35.1,0.08343,892.0,60.95,76302.10381320001
51776,12/25/2021/13:20,18.4885,54.56,0.08755,417.0,137.2,74796.4985734
46318,11/17/2021/15:40,22.2789,68.21,5.071720000000001,319.9,112.5,71217.82633130002
8415,02/27/2021/10:30,19.487600000000004,48.36,0.08549000000000001,456.8,61.17,68957.63608750001
34961,08/30/2021/18:50,29.797900000000002,47.78,5.08099,108.8,120.4,91629.1870637
27712,07/11/2021/10:40,30.1687,68.77,5.05215,720.0,90.7,95466.4602316
1015,01/07/2021/01:10,17.0053,77.3,0.0927,0.048,0.096,57863.4586045
37892,09/20/2021/03:20,24.5346,55.95,5.06966,0.091,0.126,55974.060718099994
29548,07/24/2021/04:40,23.793000000000003,60.03,5.05524,0.08,0.122,76940.8746387
23793,06/14/2021/05:30,18.230999999999998,68.3,0.08137,0.062,0.152,51320.20360170001
19255,05/13/2021/17:10,28.8915,35.66,3.23935,507.8,545.9,66176.77965920001
9,12/31/2020/01:30,7.71573,77.3,0.08446000000000001,0.062,0.111,58723.3078781
10136,03/11/2021/09:20,15.038,67.19,0.08961,94.1,78.2,55764.610681599996
50990,12/20/2021/02:20,18.8902,69.23,0.07518999999999999,0.044,0.156,50458.726606740005
4804,02/02/2021/08:40,16.1813,67.0,5.05627,21.79,21.96,53935.4563416
49407,12/09/2021/02:30,10.114600000000001,83.7,0.08857999999999999,0.055,0.137,50901.93158150001
5713,02/08/2021/16:10,15.6766,67.11,5.06554,44.61,44.27,69956.8313419
45445,11/11/2021/14:10,23.6694,62.98,0.07313,271.9,255.9,69755.2013229
34349,08/26/2021/12:50,29.797900000000002,66.46,5.06657,771.0,154.0,84680.12834519999
27532,07/10/2021/04:40,24.9466,45.26,5.06245,0.11,0.082,67696.1684517
17308,04/30/2021/04:40,18.7357,73.1,0.08034000000000001,0.051,0.148,52077.4576859
31471,08/06/2021/13:10,33.176300000000005,54.22,5.05215,398.3,290.6,105827.02993780002
35547,09/03/2021/20:30,25.9045,65.76,0.28428000000000003,0.113,0.089,94246.0398365
13216,04/01/2021/18:40,18.0559,83.2,0.07931,27.49,24.7,74030.8256709
38088,09/21/2021/12:00,32.0021,34.11,5.07069,782.0,153.6,73219.3423648
40080,10/05/2021/08:00,21.6094,71.4,5.06451,124.1,62.3,59269.0845459
47605,11/26/2021/14:10,21.7742,63.03,0.07725,361.9,59.76,68075.8536128
38810,09/26/2021/12:20,26.8418,58.12,5.07584,526.4,132.4,77685.0376907
20159,05/19/2021/23:50,20.8369,79.7,0.07004,0.051,0.137,79358.6335924
4835,02/02/2021/13:50,17.9529,57.46,0.0824,670.2,729.0,71051.94244170001
37732,09/19/2021/00:40,24.0093,88.2,5.06348,0.058,0.185,62278.0589779
27355,07/08/2021/23:10,27.305300000000003,57.03,5.06245,0.095,0.111,102912.10590790001
33307,08/19/2021/07:10,26.924200000000003,93.5,5.0676,17.86,13.0,57487.1218498
31921,08/09/2021/16:10,35.009699999999995,41.95,5.05215,420.1,228.0,98095.340953
40251,10/06/2021/12:30,26.5225,38.39,5.06657,704.0,48.49,75324.9484782
19129,05/12/2021/20:10,31.796100000000003,26.05,0.08137,6.286,5.755,99878.5971334
36487,09/10/2021/09:10,24.895100000000003,75.0,0.32239,265.5,159.2,65861.8102839
46427,11/18/2021/09:50,13.4003,81.2,5.06451,274.6,44.85,54166.2854804
9337,03/05/2021/20:10,14.976199999999999,71.0,0.07725,0.051,0.137,98629.42843920001
29703,07/25/2021/06:30,24.4419,60.53,5.05215,11.62,9.81,66973.6949852
667,01/04/2021/15:10,20.806,53.29,0.09064,372.2,81.6,72281.2323007
23959,06/15/2021/09:10,24.4419,66.35,0.07107000000000001,551.5,555.9,61208.54516
24933,06/22/2021/03:30,21.2489,74.8,5.06245,0.048,0.122,78554.03504320001
21447,05/28/2021/22:30,24.617,66.98,5.06966,0.091,0.096,97742.7902458
11023,03/17/2021/13:10,15.2955,81.9,0.08961,72.1,65.61,75650.7222033
10975,03/17/2021/05:10,12.1128,87.9,0.08652000000000001,0.04,0.119,53572.1312061
34121,08/24/2021/22:50,26.6564,84.4,5.06966,0.095,0.085,101111.1133335
13323,04/02/2021/12:30,18.1177,85.0,0.07415999999999999,318.5,296.2,77486.2474332
7114,02/18/2021/09:40,16.1916,70.7,0.07518999999999999,67.13,66.97,54548.5097769
24504,06/19/2021/04:00,23.3089,88.2,0.07004,0.066,0.13,71122.68599350001
41430,10/14/2021/17:00,25.1835,70.6,0.06901,164.0,115.7,66010.93700050001
19087,05/12/2021/13:10,34.494699999999995,26.03,0.07725,858.0,204.9,78602.87788010002
3330,01/23/2021/03:00,11.8244,73.2,0.08755,0.033,0.141,52514.942224000006
40821,10/10/2021/11:30,28.191100000000002,45.82,0.08446000000000001,266.7,184.9,73684.12783570001
44597,11/05/2021/16:50,23.782700000000002,66.48,0.07313,145.7,102.3,66449.7564186
42356,10/21/2021/03:20,20.4043,90.1,5.06142,0.062,0.156,53674.324839700006
38413,09/23/2021/18:10,26.0487,68.16,5.07069,108.2,112.5,75717.1782256
17640,05/02/2021/12:00,29.2417,28.96,0.08446000000000001,691.3,347.3,73289.1762618
6190,02/11/2021/23:40,13.699000000000002,90.3,0.09064,0.044,0.163,70658.0778577
48529,12/03/2021/00:10,15.9341,68.49,5.06554,0.048,0.1,59296.4428188
44472,11/04/2021/20:00,22.4437,70.5,0.07004,0.073,0.089,86264.4105161
13843,04/06/2021/03:10,15.7384,84.2,5.07069,0.088,0.119,53723.615294
30354,07/29/2021/19:00,29.756700000000002,54.42,5.057300000000001,172.8,187.0,99165.0838944
25826,06/28/2021/08:20,24.565500000000004,79.6,5.06245,318.7,286.0,56498.5661761
21732,05/30/2021/22:00,23.1853,83.4,0.07313,0.088,0.078,98337.64162410001
11003,03/17/2021/09:50,13.523900000000001,83.5,0.08652000000000001,170.0,156.6,64292.2303227
27860,07/12/2021/11:20,30.395300000000002,67.8,5.05524,797.0,105.0,98337.14260970001
27509,07/10/2021/00:50,29.3138,33.08,5.06142,0.117,0.085,86589.2485583
20559,05/22/2021/18:30,23.2368,57.42,5.06966,187.3,158.1,81494.2420505
37678,09/18/2021/15:40,26.4916,78.8,5.07275,184.3,157.8,74243.9770639
34620,08/28/2021/10:00,27.5216,92.1,5.0676,133.3,102.2,76423.4289861
22700,06/06/2021/15:20,26.471,62.66,0.07415999999999999,780.0,171.1,77639.0580375
45740,11/13/2021/15:20,23.7209,62.27,0.07622,377.2,229.8,76775.68350649999
36395,09/09/2021/17:50,29.118100000000002,54.98,0.26780000000000004,250.3,105.6,68229.7835387
2105,01/14/2021/14:50,21.1974,50.03,0.08857999999999999,396.5,425.7,67988.07001909999
49285,12/08/2021/06:10,8.672600000000001,87.3,0.08549000000000001,0.062,0.152,51809.22121001
46196,11/16/2021/19:20,19.879,76.5,0.07725,0.04,0.148,93720.38289000001
37797,09/19/2021/11:30,25.5028,89.6,5.06245,384.7,317.6,76062.2836602
17312,04/30/2021/05:20,18.241300000000003,76.7,0.08446000000000001,0.044,0.163,43026.89742460001
33591,08/21/2021/06:30,25.822100000000002,60.09,5.0676,2.723,2.004,56409.6930278
23960,06/15/2021/09:20,24.4934,66.65,0.07107000000000001,581.2,584.9,62951.3912989
28016,07/13/2021/13:20,30.477700000000002,67.54,5.057300000000001,890.0,97.7,95706.2586207
34299,08/26/2021/04:30,25.3277,90.5,5.06657,0.102,0.13,66685.11494120001
33982,08/23/2021/23:40,25.4925,64.01,5.05318,0.113,0.081,91666.464422
504,01/03/2021/12:00,13.8741,70.1,0.08755,466.4,37.49,74246.75347010001
14683,04/11/2021/23:10,18.0456,89.0,0.07313,0.037,0.159,77254.9509422
42956,10/25/2021/07:20,23.576700000000002,60.01,0.08857999999999999,0.739,0.626,54557.59868024
39298,09/29/2021/21:40,21.8257,83.6,5.06657,0.073,0.122,85778.5289354
42918,10/25/2021/01:00,23.4943,65.4,0.08961,0.059,0.096,57385.9531898
42344,10/21/2021/01:20,20.1056,89.1,5.06245,0.033,0.141,57182.1620248
25470,06/25/2021/21:00,25.822100000000002,84.0,5.06657,0.19,0.237,91779.7521753
13116,04/01/2021/02:00,18.1898,82.6,0.07518999999999999,0.048,0.145,52723.049758500005
30355,07/29/2021/19:10,29.561,55.09,5.057300000000001,146.7,159.5,102435.2435634
3709,01/25/2021/18:10,18.334,54.44,0.08961,41.21,52.63,102612.37630959999
51896,12/26/2021/09:20,17.077399999999997,59.78,0.08343,111.2,60.69,61552.848065980004
21233,05/27/2021/10:50,24.72,68.5,0.07107000000000001,445.1,294.6,59569.8633846
4748,02/01/2021/23:20,16.1607,54.61,5.06348,0.059,0.141,77971.8848936
20652,05/23/2021/10:00,20.394000000000002,79.8,5.07378,118.8,97.6,71606.9452212
44482,11/04/2021/21:40,22.1965,73.5,0.07210000000000001,0.069,0.078,80283.9894549
15485,04/17/2021/12:50,24.308000000000003,42.15,0.09064,886.0,44.9,78565.4281822
28710,07/18/2021/09:00,29.7361,38.29,5.06245,479.6,200.5,86723.9742578
28178,07/14/2021/16:20,31.322300000000002,62.71,5.06245,459.3,264.5,95616.04576169999
25289,06/24/2021/14:50,27.3877,68.15,5.07378,842.0,52.14,80360.56098360001
26790,07/05/2021/01:00,27.6967,84.6,5.06348,0.084,0.13,80707.875006
38069,09/21/2021/08:50,26.666700000000002,40.68,5.07069,236.3,124.4,59965.8443817
6588,02/14/2021/18:00,16.6963,78.0,0.0824,10.72,10.68,88388.08057379999
34578,08/28/2021/03:00,26.9448,93.0,5.06554,0.113,0.059,62928.631543400006
19870,05/17/2021/23:40,22.5364,67.41,0.0824,0.077,0.093,75193.4521274
23803,06/14/2021/07:10,18.200100000000003,66.5,0.0824,167.2,160.0,52001.151021699996
35909,09/06/2021/08:50,25.2144,87.7,0.28325000000000006,58.34,45.85,65914.45198740001
25731,06/27/2021/16:30,30.642500000000002,51.7,5.07069,626.1,92.6,79329.9074692
1324,01/09/2021/04:40,16.819899999999997,78.1,0.07725,0.015,0.197,50352.7587668
37080,09/14/2021/12:00,29.169600000000003,40.31,0.33063000000000003,756.0,37.97,79433.3700319
40262,10/06/2021/14:20,27.7482,34.15,5.06451,646.9,43.83,74855.4493256
26256,07/01/2021/08:00,25.6779,83.4,5.06348,253.2,218.7,56587.1922583
41459,10/14/2021/21:50,21.7021,81.2,0.07518999999999999,0.051,0.096,84271.15627740002
17749,05/03/2021/06:10,20.7854,78.0,0.07725,0.428,0.411,51385.728504000006
26432,07/02/2021/13:20,29.5095,71.0,5.0676,518.5,380.0,91045.5044595
42348,10/21/2021/02:00,20.0335,89.7,5.06348,0.077,0.156,55451.9123636
13807,04/05/2021/21:10,16.068,83.1,0.07210000000000001,0.07,0.137,97273.5062602
28295,07/15/2021/11:50,30.9412,73.3,5.06554,561.3,331.3,91049.4540563
26962,07/06/2021/05:40,25.4925,70.4,0.06077,0.11,0.156,53388.048658499996
22556,06/05/2021/15:20,24.8539,78.0,0.06901,527.0,348.0,78750.3327625
17924,05/04/2021/11:20,25.523400000000002,38.37,5.07275,829.0,46.89,80217.60299880001
19065,05/12/2021/09:30,21.9493,85.9,0.08549000000000001,500.7,456.3,70536.15970349999
23322,06/10/2021/23:00,21.959600000000002,69.25,0.08446000000000001,0.044,0.13,97140.99036390001
27569,07/10/2021/10:50,30.6734,60.23,5.05524,738.0,81.8,96072.4197273
39081,09/28/2021/09:30,21.4034,82.9,5.06451,146.6,111.8,68991.58295212999
50343,12/15/2021/14:30,20.867800000000003,58.04,0.08549000000000001,434.2,36.61,66796.40848987
46732,11/20/2021/12:40,18.4679,36.04,5.06966,531.3,35.18,70193.2714263
21677,05/30/2021/12:50,28.4589,52.6,5.071720000000001,896.0,72.6,74689.43760270001
1542,01/10/2021/17:00,21.290100000000002,48.4,0.08857999999999999,103.6,105.5,70556.3235809
44261,11/03/2021/08:50,16.6345,83.7,0.0824,160.1,126.1,55751.18526402
11516,03/20/2021/23:20,14.986500000000001,83.6,0.06901,0.066,0.13,76079.7562609
7056,02/18/2021/00:00,15.8826,76.6,0.07004,0.037,0.193,71454.1277262
35307,09/02/2021/04:30,22.598200000000002,58.02,5.068630000000001,0.08,0.107,59900.1341721
17337,04/30/2021/09:30,24.5758,57.96,0.07518999999999999,549.6,369.9,61849.2965828
23625,06/13/2021/01:30,22.0935,56.38,0.07931,0.084,0.089,89759.96953470001
48136,11/30/2021/06:40,18.128000000000004,78.8,0.08137,0.048,0.133,44801.58493509
6731,02/15/2021/17:50,16.0577,64.02,0.0824,37.66,35.58,81034.89217800001
37614,09/18/2021/05:00,24.1741,87.5,5.060390000000001,0.04,0.174,56939.8338012
6801,02/16/2021/05:30,15.686900000000001,67.46,0.08446000000000001,0.073,0.171,53874.018644100004
24394,06/18/2021/09:40,24.7406,75.3,0.07210000000000001,622.4,117.8,67169.95992990001
37098,09/14/2021/15:00,31.7755,35.05,0.31209,661.1,50.64,75415.27231970002
8924,03/02/2021/23:20,18.4885,85.4,5.05936,0.037,0.152,75452.3404438
38102,09/21/2021/14:20,34.299,17.31,5.07378,716.0,75.0,71653.33955240001
23714,06/13/2021/16:20,24.8539,54.42,0.0824,187.1,145.1,79715.6216941
9348,03/05/2021/22:00,12.3703,81.3,0.07931,0.07,0.074,90141.3060948
37497,09/17/2021/09:30,24.5243,82.0,5.06142,119.4,104.6,66561.35985410001
22925,06/08/2021/04:50,22.0008,75.3,0.0824,0.051,0.122,56500.197284099995
11174,03/18/2021/14:20,15.862,71.7,0.07828,172.6,158.1,68660.4220685
21689,05/30/2021/14:50,28.119,55.67,5.068630000000001,823.0,61.63,76608.1394217
21545,05/29/2021/14:50,28.355900000000002,55.7,5.0676,824.0,87.0,77270.15082729999
24244,06/17/2021/08:40,24.2771,76.3,0.07107000000000001,459.5,451.9,50655.1315511
18540,05/08/2021/18:00,23.4531,76.5,5.06966,309.4,320.2,74403.5106121
1062,01/07/2021/09:00,15.655999999999999,69.08,0.09579,51.31,36.6,50029.344720199995
27192,07/07/2021/20:00,29.334400000000002,69.6,5.04906,38.03,34.44,117963.12697220003
1167,01/08/2021/02:30,17.4688,69.47,0.07622,0.066,0.163,50582.0951781
40419,10/07/2021/16:30,24.6582,63.13,5.06451,342.2,50.02,66018.4844285
21972,06/01/2021/14:00,26.1826,68.29,0.07210000000000001,893.0,135.6,74399.7212833
11130,03/18/2021/07:00,12.9162,86.9,0.08343,0.091,0.126,39862.572599880004
31667,08/07/2021/21:50,29.8288,84.4,5.05627,0.077,0.126,123008.82469169999
23576,06/12/2021/17:20,25.9766,41.4,0.0824,175.1,131.1,80719.176372
37259,09/15/2021/17:50,25.9972,42.18,5.07687,120.0,120.9,72221.011713
21364,05/28/2021/08:40,24.2359,67.85,0.08137,436.1,425.5,56369.8170619
8335,02/26/2021/21:10,16.6345,65.92,0.08343,0.04,0.115,95952.93888270001
5486,02/07/2021/02:20,9.20408,90.1,0.07415999999999999,0.048,0.141,53434.9793622
32307,08/12/2021/08:30,26.162,48.28,5.05009,345.0,30.44,72130.5780014
17101,04/28/2021/18:10,26.790300000000002,42.41,5.07275,280.4,309.0,73940.6028312
35270,09/01/2021/22:20,22.7939,58.79,5.071720000000001,0.08,0.07,89868.50535210001
4360,01/30/2021/06:40,18.807800000000004,72.6,5.05936,0.037,0.108,55482.7834309
36939,09/13/2021/12:30,28.428,45.88,0.32239,810.0,66.57,82684.7725048
24466,06/18/2021/21:40,24.205000000000002,83.4,0.06695000000000001,0.059,0.115,103996.7215652
52117,12/27/2021/22:10,15.9753,58.18,0.08034000000000001,0.048,0.122,84463.70859740001
16779,04/26/2021/12:30,24.7406,38.84,0.09064,863.0,126.5,77862.81189000001
13923,04/06/2021/16:30,16.2946,86.9,0.07210000000000001,50.07,45.8,69352.95677219999
47280,11/24/2021/08:00,17.901400000000002,63.4,0.07828,3.815,3.666,47077.35542548
39954,10/04/2021/11:00,28.9533,52.35,5.068630000000001,540.3,142.4,74435.42993099999
698,01/04/2021/20:20,13.6578,74.2,0.08755,0.062,0.093,99237.3284961
50517,12/16/2021/19:30,17.808699999999998,75.1,3.09618,0.044,0.115,86472.952072
728,01/05/2021/01:20,10.8356,86.1,0.09064,0.051,0.193,56927.4805477
46959,11/22/2021/02:30,9.2803,84.0,5.06142,0.059,0.085,50965.77720991
41555,10/15/2021/13:50,24.0711,81.5,0.07107000000000001,88.9,75.2,75313.00252790001
14397,04/09/2021/23:30,17.4894,87.2,0.07004,0.044,0.119,71424.15413909999
44912,11/07/2021/21:20,22.7424,79.7,0.06798,0.102,0.041,88211.8580901
46352,11/17/2021/21:20,16.4697,87.6,5.0676,0.022,0.126,82615.3541716
21352,05/28/2021/06:40,21.939,71.5,0.08137,65.12,55.14,47316.1885645
2914,01/20/2021/05:40,11.433,65.94,0.08343,0.081,0.093,53798.220635100006
47320,11/24/2021/14:40,22.721799999999998,49.65,0.08034000000000001,432.3,42.2,69315.85396800001
43286,10/27/2021/14:20,23.576700000000002,65.54,5.06657,544.2,50.55,70909.9982859
5644,02/08/2021/04:40,13.3797,68.21,5.06451,0.066,0.096,51870.3490969
20150,05/19/2021/22:20,21.0635,79.5,0.07004,0.066,0.115,94300.76203700001
36208,09/08/2021/10:40,27.861500000000003,67.92,0.28222,619.1,63.1,73088.77780350001
44811,11/07/2021/04:30,21.846300000000003,82.4,0.07004,0.059,0.189,49726.706356580005
32479,08/13/2021/13:10,30.6219,38.92,5.05524,856.0,45.17,96974.61730669999
7357,02/20/2021/02:10,10.351500000000001,88.3,0.08446000000000001,0.051,0.126,52053.1307751
23190,06/10/2021/01:00,22.3716,64.72,0.0824,0.037,0.167,86146.4623527
34911,08/30/2021/10:30,29.046,54.25,5.06657,632.9,35.96,68568.59095590001
5104,02/04/2021/10:40,11.0416,48.65,0.08755,399.7,421.4,59139.368993000004
37841,09/19/2021/18:50,28.6958,69.16,5.07069,31.05,26.95,96587.1834968
17955,05/04/2021/16:30,27.985100000000003,29.63,5.0676,556.3,555.8,70741.6684965
20463,05/22/2021/02:30,18.0662,81.4,0.07313,0.048,0.145,58624.90578780001
17506,05/01/2021/13:40,33.0321,29.99,0.07313,738.0,272.1,75946.5034408
48816,12/05/2021/00:00,12.4836,70.3,0.08857999999999999,0.07,0.1,62421.73062909999
47295,11/24/2021/10:30,20.9914,51.92,0.08343,353.1,35.11,64052.86258998999
35735,09/05/2021/03:50,25.1217,80.2,0.24308,0.08,0.115,57908.22167320001
18888,05/11/2021/04:00,20.7133,88.5,0.06695000000000001,0.033,0.111,58228.10722820001
38756,09/26/2021/03:20,23.587,76.4,5.06348,0.062,0.148,57476.0842565
44425,11/04/2021/12:10,24.029899999999998,69.75,0.06901,550.7,586.5,64416.8901412
27384,07/09/2021/04:00,23.9063,67.1,5.057300000000001,0.073,0.137,71549.94070549999
23548,06/12/2021/12:40,25.544,38.61,0.08446000000000001,471.5,297.6,76930.1621752
33496,08/20/2021/14:40,32.0536,47.69,5.0676,795.0,73.3,93520.8765147
40355,10/07/2021/05:50,16.037100000000002,75.3,5.06142,0.084,0.107,50189.0829294
7543,02/21/2021/09:10,16.8302,63.97,0.08343,206.8,212.6,60101.9878453
412,01/02/2021/20:40,11.9583,83.9,0.07828,0.066,0.108,98483.3054292
11338,03/19/2021/17:40,18.220699999999997,59.4,0.08343,55.63,51.72,69798.0491993
26092,06/30/2021/04:40,23.2986,71.8,5.06348,0.069,0.107,59128.7907488
38513,09/24/2021/10:50,25.142300000000002,74.4,5.06451,419.7,121.1,75600.1080342
24052,06/16/2021/00:40,23.154400000000003,82.7,0.07107000000000001,0.069,0.111,93311.77764639999
17209,04/29/2021/12:10,25.780900000000003,47.71,5.07275,874.0,49.04,71071.9314251
3267,01/22/2021/16:30,17.6645,54.92,0.08961,288.8,346.2,74896.23614110002
20358,05/21/2021/09:00,22.041999999999998,68.03,0.07518999999999999,492.0,440.0,65461.959092699995
41576,10/15/2021/17:20,23.1956,86.6,0.06901,67.57,57.92,76676.98287070001
417,01/02/2021/21:30,11.5669,83.9,0.07622,0.059,0.1,94075.9950559
11261,03/19/2021/04:50,12.936800000000002,87.5,0.08446000000000001,0.059,0.156,52990.16703330001
9817,03/09/2021/04:10,14.2861,90.9,0.0824,0.051,0.104,52107.57184740001
15305,04/16/2021/06:50,13.204600000000001,85.7,0.08343,10.16,8.75,51643.709864200006
49049,12/06/2021/14:50,18.951999999999998,54.09,0.08961,396.6,43.78,68818.79926042
23132,06/09/2021/15:20,24.7818,60.53,0.08446000000000001,242.7,162.3,75266.85045270002
25351,06/25/2021/01:10,24.256500000000003,86.8,5.06348,0.044,0.145,96671.64812150001
28761,07/18/2021/17:30,36.7195,32.15,5.05936,454.1,70.2,100331.17394220001
27472,07/09/2021/18:40,38.5426,21.44,5.06554,259.5,266.1,93604.07730880001
27350,07/08/2021/22:20,28.2014,53.66,5.06451,0.121,0.093,111491.5051013
34850,08/30/2021/00:20,24.4419,78.5,5.06348,0.073,0.107,73316.6639233
27122,07/07/2021/08:20,27.9439,44.46,5.06554,339.7,314.4,69034.7125943
31996,08/10/2021/04:40,28.3662,42.65,5.057300000000001,0.095,0.067,71941.59390010001
12161,03/25/2021/10:50,20.610300000000002,56.04,0.08137,644.3,383.7,63358.4701649
3373,01/23/2021/10:10,12.7308,72.5,0.08961,281.9,291.5,68037.43592090001
38494,09/24/2021/07:40,21.1768,85.0,5.06245,45.48,28.44,56912.60970228001
20491,05/22/2021/07:10,17.7572,87.8,0.06592,20.97,16.8,53687.7304133
43404,10/28/2021/10:00,21.4137,83.8,5.06348,243.5,159.3,58756.980037609996
20764,05/24/2021/04:40,17.0259,88.3,5.071720000000001,0.073,0.096,53996.013584800006
